conflict_no,incident_no,start_date,end_date,province,district,llg,ward,village_community,x_lon,y_lat,source,conflict_name,people_groups_involved,status,root_cause,proximate_cause,trigger,incident_description,response_from_authorities,retaliation_related_incident,total_dead,total_injured,total_displaced,men_dead,men_injured,men_displaced,women_dead,women_injured,women_displaced,total_child_dead,total_child_injured,boy_dead,boy_injured,boy_displaced,girl_dead,girl_injured,girl_displaced,id,adm1_pcode,adm2_pcode,adm3_pcode,total_casualties,ignore,actor_simple
62,NA,2014-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,"Homa, Benaria
(Awatangi/Hulia)",143.0357,-6.05824,Private Sector,Karabaiya Minai-  Murderer,Karabaiya Minai - Murderer,Paused,NA, , ,Random killing,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,PG21,PG2104,PG210411,24,actor2,Murderer
63,NA,2009-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tamadigi/Kantobo,143.1455,-6.19458,Private Sector,Toma Peri- Toma Kondo & Other Allies,Toma Peri and Toma Kondo & Other Allies,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,PG21,PG2104,PG210411,2,actor1,Toma
63,NA,2009-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tamadigi/Kantobo,143.1455,-6.19458,Private Sector,Toma Peri- Toma Kondo & Other Allies,Toma Peri and Toma Kondo & Other Allies,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,PG21,PG2104,PG210411,2,actor2,Toma
63,NA,2009-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tamadigi/Kantobo,143.1455,-6.19458,Private Sector,Toma Peri- Toma Kondo & Other Allies,Toma Peri and Toma Kondo & Other Allies,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,PG21,PG2104,PG210411,2,actor3,Other Allies
64,NA,2014-01-01,NA,Southern Highlands Province,Nipa Kutubu District,Lake Kutubu Rural LLG, ,Anguale,143.5077,-6.4992,Private Sector,Amaruru Nauono- Aguturubi,Amaruru Nauono and Aguturubi,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,PG07,PG0707,PG070722,0,actor1,Amaruru Nauono
64,NA,2014-01-01,NA,Southern Highlands Province,Nipa Kutubu District,Lake Kutubu Rural LLG, ,Anguale,143.5077,-6.4992,Private Sector,Amaruru Nauono- Aguturubi,Amaruru Nauono and Aguturubi,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,PG07,PG0707,PG070722,0,actor2,Aguturubi
65,NA,2013-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idawi-Kobalu,142.8121,-5.96877,Private Sector,Hagu- Warabia,Hagu and Warabia,Dormant,NA, , ,Outstanding debts,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,PG21,PG2104,PG210412,1,actor1,Hagu
65,NA,2013-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idawi-Kobalu,142.8121,-5.96877,Private Sector,Hagu- Warabia,Hagu and Warabia,Dormant,NA, , ,Outstanding debts,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,PG21,PG2104,PG210412,1,actor2,Warabia
66,NA,2009-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Angore Villages,142.8539,-5.92242,Private Sector,Tuleni- Kawaria,Tuleni and Kawaria,Paused,NA, , ,"Domestic, marital, extra marital issue",NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,PG21,PG2108,PG210827,4,actor1,Tuleni
66,NA,2009-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Angore Villages,142.8539,-5.92242,Private Sector,Tuleni- Kawaria,Tuleni and Kawaria,Paused,NA, , ,"Domestic, marital, extra marital issue",NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,PG21,PG2108,PG210827,4,actor2,Kawaria
67,NA,2017-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Komo Villages,142.8722,-5.97349,Private Sector,Halapura Tale- Pakata Clan,Halapura Tale and Pakata Clan,Paused, , , ,Land ownership and boundary dispute,NA, ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,PG21,PG2108,PG210827,0,actor1,Halapura
67,NA,2017-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Komo Villages,142.8722,-5.97349,Private Sector,Halapura Tale- Pakata Clan,Halapura Tale and Pakata Clan,Paused, , , ,Land ownership and boundary dispute,NA, ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,PG21,PG2108,PG210827,0,actor2,Pakata Clan
68,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,143.0412,-5.99246,Private Sector,Tambalua-  Mukako,Tambalua and Mukako,Paused, , , ,Land ownership and boundary dispute,NA, ,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,PG21,PG2104,PG210412,1,actor1,Tambalua
68,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,143.0412,-5.99246,Private Sector,Tambalua-  Mukako,Tambalua and Mukako,Paused, , , ,Land ownership and boundary dispute,NA, ,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,PG21,PG2104,PG210412,1,actor2,Mukako
69,NA,2003-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Angore Villages,142.9936,-5.89882,Private Sector,Takima Wakia- Takima Wabiago,Takima Wakia and Takima Wabiago,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,PG21,PG2104,PG210412,20,actor1,Takima
69,NA,2003-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Angore Villages,142.9936,-5.89882,Private Sector,Takima Wakia- Takima Wabiago,Takima Wakia and Takima Wabiago,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,PG21,PG2104,PG210412,20,actor2,Takima
70,NA,2009-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Tamita (Benaria),142.8878,-5.98952,Private Sector,Different Factions Of Lancos In The Angore Area.,Different Factions Of Lancos In The Angore Area.,Dormant,NA, , ,Land and/or resource royalty payments,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,PG21,PG2108,PG210827,0,actor1,Different Factions Of Lancos In The Angore Area.
71,NA,2009-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tamita (Benaria),142.9792,-6.06031,Private Sector,Pandipu- Yambali,Pandipu and Yambali,Active,NA, , ,"Domestic, marital, extra marital issue",NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,PG21,PG2104,PG210411,3,actor1,Pandipu
71,NA,2009-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tamita (Benaria),142.9792,-6.06031,Private Sector,Pandipu- Yambali,Pandipu and Yambali,Active,NA, , ,"Domestic, marital, extra marital issue",NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,PG21,PG2104,PG210411,3,actor2,Yambali
71,NA,2004-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Taya (Benaria),142.9792,-6.06031,Private Sector,Pandipu- Wabiago,Pandipu and Wabiago,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,PG21,PG2104,PG210411,8,actor1,Pandipu
71,NA,2004-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Taya (Benaria),142.9792,-6.06031,Private Sector,Pandipu- Wabiago,Pandipu and Wabiago,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,PG21,PG2104,PG210411,8,actor2,Wabiago
72,NA,2015-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Davidavi (Benaria),143.0317,-6.05774,Private Sector,Hagoni- Mugago,Hagoni and Mugago,Dormant, , , ,"Theft of pigs, money and or valuables",NA, ,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,PG21,PG2104,PG210411,4,actor1,Hagoni
72,NA,2015-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Davidavi (Benaria),143.0317,-6.05774,Private Sector,Hagoni- Mugago,Hagoni and Mugago,Dormant, , , ,"Theft of pigs, money and or valuables",NA, ,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,PG21,PG2104,PG210411,4,actor2,Mugago
73,NA,2001-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Timu (Benaria),143.0389,-6.0551,Private Sector,Yabu- Kikita,Yabu and Kikita,Paused,NA, , ,Land ownership and boundary dispute,NA, ,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,PG21,PG2104,PG210411,2,actor1,Yabu
73,NA,2001-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Timu (Benaria),143.0389,-6.0551,Private Sector,Yabu- Kikita,Yabu and Kikita,Paused,NA, , ,Land ownership and boundary dispute,NA, ,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,PG21,PG2104,PG210411,2,actor2,Kitita Tribes
74,NA,1996-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,"Homa, Yarale, Paua, Lau",143.0357,-6.05824,Private Sector,Laku Wabiago- Tugume Of Harinda.,Laku Wabiago and Tugume Of Harinda,Active,NA, , ,Land ownership and boundary dispute,NA, ,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,PG21,PG2104,PG210411,3,actor1,Laku Wabiago
74,NA,1996-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,"Homa, Yarale, Paua, Lau",143.0357,-6.05824,Private Sector,Laku Wabiago- Tugume Of Harinda.,Laku Wabiago and Tugume Of Harinda,Active,NA, , ,Land ownership and boundary dispute,NA, ,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,PG21,PG2104,PG210411,3,actor2,Tugume Of Harinda
75,NA,2014-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,"Homa, Kekero - Tubage",143.1458,-6.195,Private Sector,Hugu Ango- Harinda,Hugu Ango and Harinda,Dormant, , , ,Spillover conflict due to clan alleigance,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,PG21,PG2104,PG210411,2,actor1,Hugu Ango
75,NA,2014-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,"Homa, Kekero - Tubage",143.1458,-6.195,Private Sector,Hugu Ango- Harinda,Hugu Ango and Harinda,Dormant, , , ,Spillover conflict due to clan alleigance,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,PG21,PG2104,PG210411,2,actor2,Harinda
76,NA,2014-01-01,NA,Southern Highlands Province,Nipa Kutubu District,Lake Kutubu Rural LLG, ,Not Clear At This Stage.,143.2907,-6.33227,Private Sector,Kigibi Mali  From Homa- Tubage Waidobo From Kutubu,Kigibi Mali From Homa and Tubage Waidobo From Kutubu,Paused,NA, , ,Land ownership and boundary dispute,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,PG07,PG0707,PG070722,2,actor1,Kigibi Mali From Homa
76,NA,2014-01-01,NA,Southern Highlands Province,Nipa Kutubu District,Lake Kutubu Rural LLG, ,Not Clear At This Stage.,143.2907,-6.33227,Private Sector,Kigibi Mali  From Homa- Tubage Waidobo From Kutubu,Kigibi Mali From Homa and Tubage Waidobo From Kutubu,Paused,NA, , ,Land ownership and boundary dispute,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,PG07,PG0707,PG070722,2,actor2,Tubage Waidobo From Kutubu
77,NA,2016-03-25,NA,Hela Province,Koroba Kopiago District,North Koroba Rural LLG, ,Komo Villages,NA,NA,Private Sector,Clans From North and South Koroba,Clans From North and South Koroba,Dormant, , , ,Election/politics related,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,PG21,PG2105,PG210516,5,actor1,Clans From North
77,NA,2016-03-25,NA,Hela Province,Koroba Kopiago District,North Koroba Rural LLG, ,Komo Villages,NA,NA,Private Sector,Clans From North and South Koroba,Clans From North and South Koroba,Dormant, , , ,Election/politics related,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,PG21,PG2105,PG210516,5,actor2,South Koroba
78,NA,2006-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.9807,-5.91171,Private Sector,Tombe- Mamali,Tombe and Mamali,Dormant,NA, , ,Land ownership and boundary dispute, , ,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,PG21,PG2104,PG210412,7,actor1,Tombe
78,NA,2006-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.9807,-5.91171,Private Sector,Tombe- Mamali,Tombe and Mamali,Dormant,NA, , ,Land ownership and boundary dispute, , ,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,PG21,PG2104,PG210412,7,actor2,Mamali
79,NA,2012-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.976,-5.91496,Private Sector,Tamburuma Ayako,Tamburuma Ayako,Dormant,NA, , ,Land ownership and boundary dispute,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,PG21,PG2104,PG210412,2,actor1,Tamburuma Ayako
80,NA,2011-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,NA,NA,Private Sector,Hara & Tapi,Hara & Tapi,Dormant,NA, , ,Land and/or resource royalty payments,NA, ,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,PG21,PG2104,PG210412,3,actor1,Hara
80,NA,2011-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,NA,NA,Private Sector,Hara & Tapi,Hara & Tapi,Dormant,NA, , ,Land and/or resource royalty payments,NA, ,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,PG21,PG2104,PG210412,3,actor2,Tapi
81,NA,2015-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.9092,-5.98845,Private Sector,Tobe & Piriya,Tobe & Piriya,Paused,NA, , ,Land and/or resource royalty payments,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,PG21,PG2104,PG210412,0,actor1,Tobe
81,NA,2015-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.9092,-5.98845,Private Sector,Tobe & Piriya,Tobe & Piriya,Paused,NA, , ,Land and/or resource royalty payments,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,PG21,PG2104,PG210412,0,actor2,Piriya
82,NA,2015-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.9063,-5.97057,Private Sector,Imini & Undupi,Imini & Undupi,Paused, , , ,Land and/or resource royalty payments,NA, ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,PG21,PG2104,PG210412,0,actor1,Imini
82,NA,2015-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Villages,142.9063,-5.97057,Private Sector,Imini & Undupi,Imini & Undupi,Paused, , , ,Land and/or resource royalty payments,NA, ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,PG21,PG2104,PG210412,0,actor2,Undupi
83,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Para Village,142.9092,-5.98845,Private Sector,Tobe- Tamburuma,Tobe and Tambaruma,Dormant, , , ,Land and/or resource royalty payments,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,PG21,PG2104,PG210412,5,actor1,Tobe
83,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Para Village,142.9092,-5.98845,Private Sector,Tobe- Tamburuma,Tobe and Tambaruma,Dormant, , , ,Land and/or resource royalty payments,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,PG21,PG2104,PG210412,5,actor2,Tambaruma
84,NA,2016-04-25,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Kobalu/ Hiw and a,142.7997,-6.00394,Private Sector,Kayumba Clan- Taguali Kilapa,Kayumba Clan and Taguali Kilapa,Active,NA, , ,Bride price related,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,PG21,PG2104,PG210412,0,actor1,Kayumba
84,NA,2016-04-25,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Kobalu/ Hiw and a,142.7997,-6.00394,Private Sector,Kayumba Clan- Taguali Kilapa,Kayumba Clan and Taguali Kilapa,Active,NA, , ,Bride price related,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,PG21,PG2104,PG210412,0,actor2,Taguali
85,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Benaria,142.8688,-5.86202,Private Sector,Pai Tumbu (Internal ),Pai Tumbu (Intra-clan),Active, , , ,Land ownership and boundary dispute,NA,NA,4,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,PG21,PG2104,PG210412,4,actor1,Pai
85,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Benaria,142.8688,-5.86202,Private Sector,Pai Tumbu (Internal ),Pai Tumbu (Intra-clan),Active, , , ,Land ownership and boundary dispute,NA,NA,4,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,PG21,PG2104,PG210412,4,actor2,clan)
87,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tumbi Quarry,143.0203,-5.99379,Private Sector,Hopi (P and ipu- Wabiago,Hopi (Pandipu and Wabiago,Active, , , ,Land ownership and boundary dispute,NA, ,8,0,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,PG21,PG2104,PG210411,8,actor1,Pandipu
87,NA,2017-01-01,NA,Hela Province,Komo Magarima District,Hulia Rural LLG, ,Tumbi Quarry,143.0203,-5.99379,Private Sector,Hopi (P and ipu- Wabiago,Hopi (Pandipu and Wabiago,Active, , , ,Land ownership and boundary dispute,NA, ,8,0,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,PG21,PG2104,PG210411,8,actor2,Wabiago
88,NA,2016-04-26,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Kobalu & Hiw and a,142.7928,-5.95253,Private Sector,Tagobali Liawe Clan Of Anguale Village.,Tagobali Liawe Clan Of Anguale Village.,Active, , , ,Land ownership and boundary dispute,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,PG21,PG2104,PG210412,1,actor1,Tagobali Liawe Clan Of Anguale Village.
89,NA,2016-04-27,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Wabia / Tigibi,142.8688,-5.86202,Private Sector,Connected To The Kobalu Pai Clans Fight,Kobalu Pai Clans Fight,Active, , , ,Land ownership and boundary dispute,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,PG21,PG2104,PG210412,0,actor1,Pai
90,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Mabuli/Lukuni,142.988,-5.89978,Private Sector,Mabuli- Lukuni,"Mbuli, Lukuni",Active, , , ,To be determined, , ,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,PG21,PG2104,PG210412,14,actor1,Mbuli
90,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Mabuli/Lukuni,142.988,-5.89978,Private Sector,Mabuli- Lukuni,"Mbuli, Lukuni",Active, , , ,To be determined, , ,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,PG21,PG2104,PG210412,14,actor2,Lukuni
91,NA,2016-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Kulu/Jaluba,142.8255,-5.90823,Private Sector,Taguali Teke- Kamia,Taguali Teke/Kamia,Active, , , ,Payback killing,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,PG21,PG2108,PG210827,1,actor1,Taguali
91,NA,2016-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Kulu/Jaluba,142.8255,-5.90823,Private Sector,Taguali Teke- Kamia,Taguali Teke/Kamia,Active, , , ,Payback killing,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,PG21,PG2108,PG210827,1,actor2,Kamia
92,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Station,142.7629,-5.91657,Private Sector,Pina- Hagu,Pina/Hagu,Active, , , ,Random killing,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,PG21,PG2104,PG210412,0,actor1,Pina
92,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Station,142.7629,-5.91657,Private Sector,Pina- Hagu,Pina/Hagu,Active, , , ,Random killing,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,PG21,PG2104,PG210412,0,actor2,Hagu
93,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Mabuli,142.809,-6.00326,Private Sector,Patuwa,Patuwa,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,PG21,PG2104,PG210412,0,actor1,Patuwa
94,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Komo Area,142.8123,-5.99056,Private Sector,Taguali Togo,Taguali Togo,Paused, , , ,Payback killing,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,PG21,PG2104,PG210412,2,actor1,Taguali
95,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Juni and Kulu Villages,142.976,-5.91496,Private Sector,Tobe Tiana- Tamburuma Ayako,Tobe Tiana and Tamburuma Clans,Paused, , , ,Spillover conflict due to clan alleigance,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,PG21,PG2104,PG210412,4,actor1,Tobe
95,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Juni and Kulu Villages,142.976,-5.91496,Private Sector,Tobe Tiana- Tamburuma Ayako,Tobe Tiana and Tamburuma Clans,Paused, , , ,Spillover conflict due to clan alleigance,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,PG21,PG2104,PG210412,4,actor2,Tamburuma Clans
96,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Ligame and Komo Station,142.7772,-5.93253,Private Sector,Pai Clan & Wita Tondo Clan,Pai Clan & Wita Tondo Clan,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,PG21,PG2104,PG210412,3,actor1,Pai
96,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Ligame and Komo Station,142.7772,-5.93253,Private Sector,Pai Clan & Wita Tondo Clan,Pai Clan & Wita Tondo Clan,Active, , , ,"Domestic, marital, extra marital issue",NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,PG21,PG2104,PG210412,3,actor2,Wita Tondo Clan
97,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idauwi,142.8466,-6.05597,Private Sector,Tobe Tiana- Tamburuma Ayako,Tamburuma Ayako and Tobe,Active, , , ,Land ownership and boundary dispute,NA,NA,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,PG21,PG2104,PG210412,2,actor1,Tamburuma Ayako
97,NA,2016-01-01,NA,Hela Province,Komo Magarima District,Komo Rural LLG, ,Idauwi,142.8466,-6.05597,Private Sector,Tobe Tiana- Tamburuma Ayako,Tamburuma Ayako and Tobe,Active, , , ,Land ownership and boundary dispute,NA,NA,2,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,PG21,PG2104,PG210412,2,actor2,Tobe
98,NA,2016-01-01,NA,Hela Province,Tari Pori District,Hayapuga Rural LLG, ,Ligame and Komo Station,142.8539,-5.92242,Private Sector,Aroma Kulupa- Pei Clan,Aroma Kulupa and Pei Clan,Active, , , ,Spillover conflict due to clan alleigance,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,PG21,PG2108,PG210827,1,actor1,Aroma
